,userId,,company,,role,,location,,startDate,,endDate,
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Aurore_Welch,"','",Dynabox,"','",Director of Sales,"','",Pittsburgh,"','",11/3/2010,"','",10/14/1983,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Pat_Hermann,"','",Eazzy,"','",Assistant Media Planner,"','",Yingpu,"','",12/21/1930,"','",4/24/1926,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Victoria.Keeling,"','",Gabspot,"','",Budget/Accounting Analyst II,"','",Pubal,"','",12/2/1988,"','",7/14/1997,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Elvera_Kohler,"','",Tagtune,"','",Staff Accountant III,"','",Tosno,"','",10/6/1941,"','",4/9/1975,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Adalberto,"','",Meetz,"','",Programmer I,"','",Surenavan,"','",2/6/1960,"','",6/7/1984,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Anthony_Sipes,"','",Snaptags,"','",Librarian,"','",Shangdundu,"','",7/3/1981,"','",7/13/1958,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Myra.Harber,"','",Skinix,"','",Senior Developer,"','",San Eduardo,"','",2/19/1978,"','",4/29/1991,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Zion.Auer,"','",Skimia,"','",Computer Systems Analyst II,"','",Nantes,"','",11/2/1922,"','",12/10/1980,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Vicenta.Vandervort,"','",Youspan,"','",Editor,"','",Cascais,"','",11/17/1964,"','",1/12/1926,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",America.Langworth,"','",Jaxspan,"','",Structural Analysis Engineer,"','",Jintun,"','",9/7/1954,"','",9/21/1974,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Vince.Hauck,"','",Meezzy,"','",Project Manager,"','",Westonaria,"','",5/6/1960,"','",4/18/1937,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ada.Ortiz,"','",Tagfeed,"','",Biostatistician II,"','",Cambas,"','",7/15/1967,"','",6/30/1984,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Catherine_Schoen,"','",Realmix,"','",Systems Administrator III,"','",Volnovakha,"','",3/6/1976,"','",8/23/2008,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Korey.Heller,"','",Skimia,"','",Social Worker,"','",Paihia,"','",8/14/1928,"','",3/7/1930,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Esperanza_Hauck,"','",Mydeo,"','",Assistant Professor,"','",Hotsk,"','",6/15/1932,"','",10/28/2004,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Zachary_Kemmer,"','",Dabtype,"','",Marketing Assistant,"','",Santa Rita Village,"','",5/6/1995,"','",12/20/1990,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Betsy_Collins,"','",Centidel,"','",Paralegal,"','",Luxi,"','",5/7/1965,"','",5/9/2011,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Evelyn_Turcotte,"','",Skinder,"','",Quality Control Specialist,"','",Jintun,"','",9/11/1930,"','",2/26/1960,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Gabrielle.Langworth,"','",Ozu,"','",Research Nurse,"','",Anabar,"','",12/25/2000,"','",1/22/1956,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nakia,"','",Divape,"','",Structural Engineer,"','",Bratsigovo,"','",6/21/1981,"','",6/18/1931,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Filiberto_Robel,"','",Linkbridge,"','",Registered Nurse,"','",Buy,"','",5/19/1966,"','",11/17/1970,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Merle.King,"','",InnoZ,"','",Assistant Manager,"','",Jintun,"','",2/28/1993,"','",9/15/1995,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Izaiah_Ziemann,"','",Talane,"','",Accounting Assistant II,"','",Ntoke,"','",9/12/1956,"','",8/15/1928,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Chad.Abbott,"','",Gevee,"','",Account Executive,"','",Jintun,"','",12/27/1983,"','",3/17/1959,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kim_Botsford,"','",Brainsphere,"','",Occupational Therapist,"','",Kertayuga,"','",12/5/1948,"','",3/2/1921,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Raven_Kozey,"','",Skiba,"','",Database Administrator I,"','",Jintun,"','",9/13/1978,"','",11/7/1912,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Karlee,"','",Jabbertype,"','",Accounting Assistant I,"','",Jintun,"','",9/19/1916,"','",7/22/1937,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Reilly_Rau,"','",Fadeo,"','",Nuclear Power Engineer,"','",Chao,"','",5/31/1923,"','",9/8/1979,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Clemmie.Yundt,"','",Gabtype,"','",Health Coach III,"','",Melfi,"','",3/27/1951,"','",11/3/1920,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brenden_Maggio,"','",Pixope,"','",Accountant III,"','",Jintun,"','",8/11/2008,"','",1/2/1963,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Trevor.Tromp,"','",Yakidoo,"','",Data Coordiator,"','",Jiatou,"','",9/30/1973,"','",1/13/1981,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brent.Kihn,"','",Shuffletag,"','",Nuclear Power Engineer,"','",Peseng,"','",10/8/1953,"','",5/12/1946,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Bradly_Connelly,"','",Gigashots,"','",Staff Scientist,"','",Glubokiy,"','",4/16/1929,"','",1/4/1984,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rolando.Kertzmann,"','",Abatz,"','",Engineer I,"','",Tayzhina,"','",11/17/2008,"','",9/28/1926,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cassandra_Ledner,"','",Avaveo,"','",Marketing Assistant,"','",Parreira,"','",3/9/1977,"','",3/11/1950,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Weston_Swaniawski,"','",Edgetag,"','",Analog Circuit Design manager,"','",Runsonglaozhai,"','",4/13/1979,"','",5/30/1953,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Hollis.Veum,"','",Talane,"','",Recruiter,"','",Kaeng Khro,"','",8/6/1952,"','",9/23/1929,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Carey.Baumbach,"','",Plambee,"','",Safety Technician IV,"','",Hohoe,"','",2/23/1972,"','",8/8/1999,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Joshuah,"','",Kwideo,"','",Senior Financial Analyst,"','",Pinggan,"','",6/8/1927,"','",6/29/1988,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Damaris_Kautzer,"','",Skyvu,"','",Nurse Practicioner,"','",Chase,"','",3/27/1919,"','",7/7/1924,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jaylen.Pfeffer,"','",JumpXS,"','",Computer Systems Analyst IV,"','",Puspajaya,"','",9/3/2005,"','",12/30/1925,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lucious,"','",Shuffledrive,"','",VP Quality Control,"','",Watuweri,"','",11/13/1928,"','",5/15/1914,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Verona_Treutel,"','",Miboo,"','",Pharmacist,"','",Porsgrunn,"','",4/16/1951,"','",12/15/1964,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Danny_VonRueden,"','",Voomm,"','",Registered Nurse,"','",Jintun,"','",7/16/1996,"','",8/22/1984,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Gwendolyn_Robel,"','",Dabvine,"','",Web Developer IV,"','",Jintun,"','",9/4/1981,"','",6/24/1980,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Terrill.Yost,"','",Trilia,"','",Desktop Support Technician,"','",Ramain,"','",3/18/1944,"','",3/19/2003,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Gaetano.Gottlieb,"','",Innojam,"','",Social Worker,"','",Changbu,"','",10/17/1969,"','",5/16/1962,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Beatrice.Smith,"','",Rhyloo,"','",Software Engineer I,"','",Duotian,"','",6/4/1981,"','",9/5/1947,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Celestino.Hahn,"','",Topdrive,"','",Staff Scientist,"','",Valky,"','",1/10/1965,"','",8/16/1960,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Selena,"','",Trilia,"','",Product Engineer,"','",Hujirt,"','",2/25/1947,"','",6/20/1931,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Urban.Fisher,"','",Bluejam,"','",Programmer Analyst II,"','",Czernice Borowe,"','",5/23/1957,"','",8/31/1915,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kaycee,"','",Rhybox,"','",Environmental Tech,"','",Cabcaben,"','",6/20/1987,"','",8/13/1959,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Hugh_Bode,"','",Tagpad,"','",Registered Nurse,"','",Jintun,"','",10/9/1925,"','",3/3/1968,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Faustino.Windler,"','",Realmix,"','",Recruiting Manager,"','",Bogovinje,"','",10/22/1913,"','",7/31/1965,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Cordie_Marquardt,"','",Jabbercube,"','",Human Resources Assistant I,"','",Dnestrovsc,"','",10/8/1992,"','",10/8/1912,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Isaias,"','",Flashspan,"','",Payment Adjustment Coordinator,"','",Takedamachi,"','",12/19/2000,"','",7/29/1977,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jordyn.Kihn,"','",Tazzy,"','",VP Product Management,"','",Sonina,"','",7/2/2007,"','",1/19/1956,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Erica.Smith,"','",Cogibox,"','",Business Systems Development Analyst,"','",Juzhen,"','",9/27/1982,"','",11/6/1972,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rowena_Willms,"','",Bubbletube,"','",Dental Hygienist,"','",Huangfang,"','",11/23/1915,"','",10/6/1969,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Marquis.Lueilwitz,"','",Thoughtbeat,"','",Environmental Specialist,"','",Yingchun,"','",5/16/2005,"','",4/5/2013,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kamryn_Watsica,"','",Twinte,"','",Editor,"','",Xianglong,"','",6/26/2001,"','",8/8/1983,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Raymond.Bednar,"','",Rhybox,"','",Technical Writer,"','",Penglai,"','",3/10/1940,"','",6/16/1964,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Curtis.Mayer,"','",Yacero,"','",Executive Secretary,"','",Jintun,"','",1/18/1966,"','",9/15/1975,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Kavon.Breitenberg,"','",Oba,"','",Biostatistician IV,"','",Gijon,"','",9/2/1995,"','",1/14/1963,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lenny_Schneider,"','",Muxo,"','",Occupational Therapist,"','",Maggotty,"','",3/19/1928,"','",6/27/2012,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Yadira_Feil,"','",Oloo,"','",Quality Control Specialist,"','",Perovo,"','",10/28/2002,"','",10/10/1941,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Caitlyn_Abshire,"','",Jaxbean,"','",Human Resources Assistant II,"','",Laranjeiras do Sul,"','",10/6/1984,"','",4/3/1967,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Christine,"','",Lajo,"','",Librarian,"','",Banos,"','",9/26/1979,"','",8/15/1944,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Giovanny.Grant,"','",Mita,"','",Senior Editor,"','",Ambatondrazaka,"','",12/9/1925,"','",10/24/2013,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Timmothy.Wolf,"','",Wordware,"','",Developer II,"','",Lawonda,"','",3/31/2014,"','",3/22/2012,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Florian,"','",Realbridge,"','",Health Coach III,"','",Chulabhorn,"','",9/6/1911,"','",3/14/1941,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nadia.Schmeler,"','",Shufflester,"','",Web Developer IV,"','",Jintun,"','",7/1/1993,"','",5/13/1991,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Abbie.Funk,"','",Shufflebeat,"','",Teacher,"','",Kute,"','",8/26/1957,"','",10/23/1978,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Hulda_Wolff,"','",Photospace,"','",VP Quality Control,"','",Jintun,"','",11/21/1920,"','",10/24/1929,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Wilton_Daugherty,"','",Fadeo,"','",Chemical Engineer,"','",El Pino,"','",1/8/2001,"','",5/23/1950,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Verdie,"','",Skyble,"','",Software Test Engineer IV,"','",Ciranca,"','",7/17/1947,"','",8/4/1948,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Marianna_Boyer,"','",Linkbuzz,"','",Safety Technician I,"','",Angers,"','",6/20/1966,"','",4/26/1996,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Trace_Collins,"','",Mynte,"','",Operator,"','",Baishi,"','",3/28/1949,"','",7/2/1935,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Abner_Lueilwitz,"','",Linklinks,"','",Senior Financial Analyst,"','",Krajan,"','",10/25/1998,"','",7/24/1978,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Tavares,"','",Yodo,"','",Community Outreach Specialist,"','",Guadalupe,"','",1/23/1948,"','",6/16/2011,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ruth.Hettinger,"','",Oloo,"','",Recruiting Manager,"','",Jintun,"','",10/25/1955,"','",10/9/1959,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Linwood.Blick,"','",Feedmix,"','",Software Engineer IV,"','",Paris 17,"','",12/19/1994,"','",3/28/1941,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Toy_Klein,"','",Tambee,"','",Editor,"','",Shangtian,"','",8/31/1953,"','",2/7/1939,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Bryce.Kirlin,"','",Jayo,"','",Account Representative I,"','",Pudoc,"','",8/15/1967,"','",5/22/2000,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Shanny_Lehner,"','",Dynava,"','",Web Developer III,"','",Manga,"','",4/12/1988,"','",9/21/1994,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Rosendo,"','",Innotype,"','",Nuclear Power Engineer,"','",Pakemitan,"','",8/16/2001,"','",11/11/1916,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lavonne.Jacobi,"','",Yodo,"','",Accounting Assistant III,"','",Mafeng,"','",12/7/1958,"','",8/17/1922,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lloyd.Von,"','",Youbridge,"','",Assistant Manager,"','",Ilesa,"','",10/1/1972,"','",9/12/1913,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Zechariah_Kassulke,"','",Quinu,"','",Safety Technician II,"','",Nanshan,"','",1/9/1941,"','",2/11/2001,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Lula_Konopelski,"','",Flashdog,"','",Computer Systems Analyst II,"','",R S,"','",2/26/1915,"','",12/21/1910,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Bell,"','",Linklinks,"','",Teacher,"','",Santa Cruz del Norte,"','",12/9/2001,"','",2/25/1921,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Betty.Schamberger,"','",Eadel,"','",Engineer IV,"','",Santiago dos Velhos,"','",5/31/1929,"','",5/22/1932,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Precious_Donnelly,"','",Meetz,"','",Pharmacist,"','",Shuangxing,"','",12/4/1952,"','",6/22/1917,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Abdul,"','",Jabberbean,"','",Structural Analysis Engineer,"','",Jintun,"','",6/22/1974,"','",8/25/1956,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Seth.Mueller,"','",Aimbu,"','",Automation Specialist I,"','",Basen,"','",9/11/1933,"','",1/28/1942,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jessyca_Runolfsson,"','",Yoveo,"','",Web Developer II,"','",Pueblo Nuevo,"','",2/23/2013,"','",6/22/1937,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Heloise.Jast,"','",Gigashots,"','",Internal Auditor,"','",Siderejo,"','",4/30/1944,"','",2/10/2015,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Nasir_Klocko,"','",Mybuzz,"','",Community Outreach Specialist,"','",Cantilan,"','",8/27/1928,"','",1/9/1979,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Dane.Rolfson,"','",Digitube,"','",Software Engineer II,"','",Castanheira,"','",1/30/1912,"','",7/28/1935,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Ocie.Corkery,"','",Dabshots,"','",Product Engineer,"','",Jintun,"','",3/28/2012,"','",10/7/2006,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brycen_Kohler,"','",Nlounge,"','",Associate Professor,"','",Abelheira,"','",5/26/1982,"','",10/23/1912,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Elyse.Herzog,"','",Jaxworks,"','",Sales Representative,"','",Los Aquijes,"','",4/13/2004,"','",1/3/2012,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brandy.Lesch,"','",Realcube,"','",Geologist II,"','",Tukuyu,"','",5/25/2008,"','",10/8/2011,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Reid.Williamson,"','",Tazz,"','",Software Consultant,"','",Jintun,"','",4/11/1911,"','",2/8/1956,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Jerrold.Howe,"','",Roomm,"','",VP Quality Control,"','",Cintawana,"','",3/5/1966,"','",3/26/1916,');
"INSERT INTO WORK_EXPR(userId,company,role,location,startDate,endDate) VALUES ('",Brando_Jast,"','",Mybuzz,"','",Accounting Assistant II,"','",Jintun,"','",10/25/1934,"','",5/17/1930,');
